LLT	PT_enc
alveolar soft part sarcoma	PT_00821
alveolar soft part sarcoma metastatic	PT_00822
alveolar-arterial oxygen gradient increased	PT_00823
alveolitis	PT_00824
alveolitis necrotising	PT_00825
alveoloplasty	PT_00826
amalgam tattoo	PT_00827
amastia	PT_00828
amaurosis	PT_00829
amaurosis fugax	PT_00830
ambidexterity	PT_00831
amblyopia	PT_00832
amblyopia congenital	PT_00833
amblyopia strabismic	PT_00834
amegakaryocytic thrombocytopenia	PT_00835
ameloblastoma	PT_00836
amenorrhoea	PT_00837
amenorrhoea-galactorrhoea syndrome	PT_00838
american trypanosomiasis	PT_00839
amimia	PT_00840
amino acid level	PT_00841
amino acid level abnormal	PT_00842
amino acid level decreased	PT_00843
amino acid level increased	PT_00844
amino acid metabolism disorder	PT_00845
aminoaciduria	PT_00846
ammonia	PT_00847
ammonia abnormal	PT_00848
ammonia decreased	PT_00849
ammonia increased	PT_00850
ammoniuria	PT_00851
amnesia	PT_00852
amnestic disorder	PT_00853
amniocentesis	PT_00854
amniocentesis abnormal	PT_00855
amniorrhexis	PT_00856
amniorrhoea	PT_00857
amniotic band syndrome	PT_00858
amniotic cavity disorder	PT_00859
amniotic cavity infection	PT_00860
amniotic fluid index	PT_00861
amniotic fluid index abnormal	PT_00862
amniotic fluid index decreased	PT_00863
amniotic fluid index increased	PT_00864
amniotic fluid volume	PT_00865
amniotic fluid volume decreased	PT_00866
amniotic fluid volume increased	PT_00867
amniotic infection syndrome of blane	PT_00868
amniotic membrane graft	PT_00869
amniotic membrane rupture test positive	PT_00870
amoeba test negative	PT_00871
amoeba test positive	PT_00872
amoebiasis	PT_00873
amoebic brain abscess	PT_00874
amoebic colitis	PT_00875
amoebic dysentery	PT_00876
amoebic lung abscess	PT_00877
amoebic skin ulcer	PT_00878
amoeboma	PT_00879
amphetamines	PT_00880
amphetamines negative	PT_00881
amphetamines positive	PT_00882
amplified musculoskeletal pain syndrome	PT_00883
ampulla of vater stenosis	PT_00884
ampullary polyp	PT_00885
amputation	PT_00886
amputation of penis	PT_00887
amputation stump pain	PT_00888
amputee	PT_00889
amusia	PT_00890
amygdalohippocampectomy	PT_00891
amygdalotomy	PT_00892
amylase	PT_00893
amylase abnormal	PT_00894
amylase decreased	PT_00895
amylase increased	PT_00896
amylase normal	PT_00897
amyloid arthropathy	PT_00898
amyloid related imaging abnormalities	PT_00899
amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits	PT_00900
amyloid related imaging abnormality-oedema/effusion	PT_00901
amyloidoma	PT_00902
amyloidosis	PT_00903
amyotrophic lateral sclerosis	PT_00904
amyotrophy	PT_00905
anaemia	PT_00906
anaemia folate deficiency	PT_00907
anaemia heinz body	PT_00908
anaemia macrocytic	PT_00909
anaemia megaloblastic	PT_00910
anaemia neonatal	PT_00911
anaemia of chronic disease	PT_00912
anaemia of malignant disease	PT_00913
anaemia of pregnancy	PT_00914
anaemia postoperative	PT_00915
anaemia prophylaxis	PT_00916
anaemia splenic	PT_00917
anaemia vitamin b12 deficiency	PT_00918
anaemia vitamin b6 deficiency	PT_00919
anaemic hypoxia	PT_00920
anaemic retinopathy	PT_00921
anaesthesia	PT_00922
anaesthesia dolorosa	PT_00923
anaesthesia oral	PT_00924
anaesthesia procedure	PT_00925
anaesthesia reversal	PT_00926
anaesthetic complication	PT_00927
anaesthetic complication cardiac	PT_00928
anaesthetic complication foetal	PT_00929
anaesthetic complication neonatal	PT_00930
anaesthetic complication neurological	PT_00931
anaesthetic complication pulmonary	PT_00932
anaesthetic complication vascular	PT_00933
anal abscess	PT_00934
anal atresia	PT_00935
anal blister	PT_00936
anal cancer	PT_00937
anal cancer metastatic	PT_00938
anal cancer recurrent	PT_00939
anal cancer stage 0	PT_00940
anal cancer stage i	PT_00941
anal cancer stage ii	PT_00942
anal cancer stage iii	PT_00943
anal cancer stage iv	PT_00944
anal candidiasis	PT_00945
anal chlamydia infection	PT_00946
anal cyst	PT_00947
perianal cyst	PT_00947
anal dilatation	PT_00948
anal dilation procedure	PT_00949
anal eczema	PT_00950
anal erosion	PT_00951
anal erythema	PT_00952
perianal erythema	PT_00952
anal examination abnormal	PT_00953
anal fissure	PT_00954
anal fissure excision	PT_00955
anal fissure haemorrhage	PT_00956
anal fistula	PT_00957
anal fistula infection	PT_00958
rectal fistula repair	PT_00959
anal fistula repair	PT_00959
anal fistula excision	PT_00959
anal fungal infection	PT_00960
anal gonococcal infection	PT_00961
anal haemorrhage	PT_00962
anal hypoaesthesia	PT_00963
faecal incontinence	PT_00964
anal incontinence	PT_00964
anal infection	PT_00965
anal inflammation	PT_00966
anal injury	PT_00967
anal lesion excision	PT_00968
anal neoplasm	PT_00969
anal pap smear abnormal	PT_00970
anal papillitis	PT_00971
anal paraesthesia	PT_00972
anal polyp	PT_00973
anal prolapse	PT_00974
anal pruritus	PT_00975
anal rash	PT_00976
anal skin tags	PT_00977
anal spasm	PT_00978
anal sphincter atony	PT_00979
anal sphincter hypertonia	PT_00980
anal sphincterotomy	PT_00981
anal squamous cell carcinoma	PT_00982
anal stenosis	PT_00983
anal tinea	PT_00984
anal ulcer	PT_00985
anal ulcer haemorrhage	PT_00986
analgesic drug level	PT_00987
analgesic drug level above therapeutic	PT_00988
analgesic drug level below therapeutic	PT_00989
analgesic drug level decreased	PT_00990
analgesic drug level increased	PT_00991
analgesic drug level therapeutic	PT_00992
analgesic intervention supportive therapy	PT_00993
analgesic therapy	PT_00994
anamnestic reaction	PT_00995
anaphylactic reaction	PT_00996
anaphylactic shock	PT_00997
anaphylactic transfusion reaction	PT_00998
anaphylactoid reaction	PT_00999
pseudoallergic reaction	PT_00999
anaphylactoid shock	PT_01000
anaphylactoid syndrome of pregnancy	PT_01001
anaphylaxis prophylaxis	PT_01002
anaphylaxis treatment	PT_01003
anaplastic large cell lymphoma t- and null-cell types	PT_01004
anaplastic large-cell lymphoma	PT_01004
anaplastic large cell lymphoma t- and null-cell types recurrent	PT_01005
anaplastic large cell lymphoma t- and null-cell types refractory	PT_01006
anaplastic large cell lymphoma t- and null-cell types stage i	PT_01007
anaplastic large cell lymphoma t- and null-cell types stage ii	PT_01008
anaplastic large cell lymphoma t- and null-cell types stage iii	PT_01009
anaplastic large cell lymphoma t- and null-cell types stage iv	PT_01010
anaplastic lymphoma kinase gene mutation	PT_01011
anaplastic meningioma	PT_01012
anaplastic thyroid cancer	PT_01013
anastomotic complication	PT_01014
anastomotic erosion	PT_01015
anastomotic fistula	PT_01016
anastomotic haemorrhage	PT_01017
anastomotic infection	PT_01018
anastomotic leak	PT_01019
anastomotic obstruction	PT_01020
anastomotic stenosis	PT_01021
anastomotic ulcer	PT_01022
anastomotic ulcer haemorrhage	PT_01023
anastomotic ulcer perforation	PT_01024
anastomotic ulcer, obstructive	PT_01025
andersen-tawil syndrome	PT_01026
androgen deficiency	PT_01027
androgen insensitivity syndrome	PT_01028
androgen receptor gene overexpression	PT_01029
androgen replacement therapy	PT_01030
androgenetic alopecia	PT_01031
androgens abnormal	PT_01032
androgens decreased	PT_01033
androgens increased	PT_01034
andropause	PT_01035
blighted ovum	PT_01036
anembryonic gestation	PT_01036
anencephaly	PT_01037
anetoderma	PT_01038
aneurysm	PT_01039
aneurysm arteriovenous	PT_01040
aneurysm perforation	PT_01041
aneurysm recanalisation	PT_01042
aneurysm repair	PT_01043
aneurysm ruptured	PT_01044
aneurysm thrombosis	PT_01045
aneurysmal bone cyst	PT_01046
aneurysmectomy	PT_01047
angelman's syndrome	PT_01048
anger	PT_01049
angina bullosa haemorrhagica	PT_01050
angina gangrenous	PT_01051
angina pectoris	PT_01052
angina unstable	PT_01053
anginal equivalent	PT_01054
arteriogram coronary	PT_01055
angiocardiogram	PT_01055
extranodal nk/t-cell lymphoma, nasal type	PT_01056
angiocentric lymphoma	PT_01056
angiocentric lymphoma recurrent	PT_01057
angiocentric lymphoma stage ii	PT_01058
angiocentric lymphoma stage iii	PT_01059
angiodermatitis	PT_01060
angiodysplasia	PT_01061
angioedema	PT_01062
angiofibroma	PT_01063
angiogenesis biomarker	PT_01064
angiogenesis biomarker decreased	PT_01065
angiogenesis biomarker increased	PT_01066
angiogram	PT_01067
angiogram abnormal	PT_01068
angiogram cerebral	PT_01069
angiogram cerebral abnormal	PT_01070
angiogram peripheral	PT_01071
angiogram peripheral abnormal	PT_01072
angiogram pulmonary	PT_01073
angiogram pulmonary abnormal	PT_01074
angiogram retina abnormal	PT_01075
angioimmunoblastic t-cell lymphoma	PT_01076
angioimmunoblastic t-cell lymphoma recurrent	PT_01077
angioimmunoblastic t-cell lymphoma refractory	PT_01078
angioimmunoblastic t-cell lymphoma stage i	PT_01079
angioimmunoblastic t-cell lymphoma stage ii	PT_01080
angioimmunoblastic t-cell lymphoma stage iii	PT_01081
angioimmunoblastic t-cell lymphoma stage iv	PT_01082
angiokeratoma	PT_01083
angiolipoma	PT_01084
angiolymphoid hyperplasia with eosinophilia	PT_01085
angiomyolipoma	PT_01086
angiomyxoma	PT_01087
angiopathic neuropathy	PT_01088
angiopathy	PT_01089
angioplasty	PT_01090
angiosarcoma	PT_01091
angiosarcoma metastatic	PT_01092
angiosarcoma non-metastatic	PT_01093
angiosarcoma recurrent	PT_01094
angiosclerosis	PT_01095
angioscopy	PT_01096
angiotensin converting enzyme abnormal	PT_01097
angiotensin converting enzyme decreased	PT_01098
angiotensin converting enzyme increased	PT_01099
angiotensin converting enzyme inhibitor foetopathy	PT_01100
angiotensin ii increased	PT_01101
angiotensin ii receptor type 1 antibody positive	PT_01102
angle closure glaucoma	PT_01103
angular cheilitis	PT_01104
anhedonia	PT_01105
anhidrosis	PT_01106
anicteric leptospirosis	PT_01107
animal attack	PT_01108
animal bite	PT_01109
animal phobia	PT_01110
arachnophobia	PT_01110
animal scratch	PT_01111
animal-assisted therapy	PT_01112
anion gap	PT_01113
anion gap abnormal	PT_01114
anion gap decreased	PT_01115
anion gap increased	PT_01116
anion gap normal	PT_01117
aniridia	PT_01118
anisakiasis	PT_01119
aniseikonia	PT_01120
anisochromia	PT_01121
pupils unequal	PT_01122
anisocoria	PT_01122
anisocytosis	PT_01123
anisomastia	PT_01124
anisomelia	PT_01125
anisometropia	PT_01126
ankle arthroplasty	PT_01127
ankle brachial index	PT_01128
ankle brachial index abnormal	PT_01129
ankle brachial index decreased	PT_01130
ankle brachial index increased	PT_01131
ankle deformity	PT_01132
ankle fracture	PT_01133
ankle impingement	PT_01134
ankle operation	PT_01135
ankyloglossia acquired	PT_01136
ankylosing spondylitis	PT_01137
annular elastolytic giant cell granuloma	PT_01138
annular pancreas	PT_01139
annuloplasty	PT_01140
anogenital dysplasia	PT_01141
anogenital lichen planus	PT_01142
anogenital warts	PT_01143
anomalous arrangement of pancreaticobiliary duct	PT_01144
anomalous atrioventricular excitation	PT_01145
anomalous pulmonary venous connection	PT_01146
anomaly of external ear congenital	PT_01147
anomaly of middle ear congenital	PT_01148
anomaly of orbit, congenital	PT_01149
anonychia	PT_01150
anophthalmos	PT_01151
anoplasty	PT_01152
anorchism	PT_01153
anorectal agenesis	PT_01154
anorectal cellulitis	PT_01155
anorectal discomfort	PT_01156
anorectal disorder	PT_01157
anorectal haemangioma	PT_01158
anorectal human papilloma virus infection	PT_01159
anorectal infection	PT_01160
anorectal infection bacterial	PT_01161
anorectal malformation	PT_01162
anorectal manometry	PT_01163
anorectal operation	PT_01164
anorectal sensory loss	PT_01165
anorectal stenosis	PT_01166
anorectal swelling	PT_01167
anorectal ulcer	PT_01168
anorectal varices	PT_01169
anorectal varices haemorrhage	PT_01170
anorexia and bulimia syndrome	PT_01171
anorexia nervosa	PT_01172
anorgasmia	PT_01173
anosmia	PT_01174
anosognosia	PT_01175
anotia	PT_01176
anovulatory cycle	PT_01177
anovulvar fistula	PT_01178
anoxia	PT_01179
antabuse implant	PT_01180
antacid therapy	PT_01181
antasthmatic drug level	PT_01182
antasthmatic drug level above therapeutic	PT_01183
antemortem blood drug level abnormal	PT_01184
antemortem blood drug level increased	PT_01185
anterior capsular rupture	PT_01186
anterior capsule contraction	PT_01187
anterior capsule opacification	PT_01188
anterior chamber cell	PT_01189
anterior chamber cleavage syndrome	PT_01190
anterior chamber collapse	PT_01191
anterior chamber crystallisation	PT_01192
anterior chamber degeneration	PT_01193
anterior chamber disorder	PT_01194
anterior chamber fibrin	PT_01195
anterior chamber flare	PT_01196
anterior chamber inflammation	PT_01197
anterior chamber opacity	PT_01198
anterior chamber pigmentation	PT_01199
anterior cord syndrome	PT_01200
anterior displaced anus	PT_01201
anterior interosseous syndrome	PT_01202
anterior segment ischaemia	PT_01203
anterior segment neovascularisation	PT_01204
anterior chamber angle neovascularisation	PT_01204
anterior spinal artery syndrome	PT_01205
anterograde amnesia	PT_01206
anthrax	PT_01207
anti a antibody	PT_01208
anti a antibody positive	PT_01209
anti b antibody	PT_01210
anti b antibody positive	PT_01211
anti factor ix antibody increased	PT_01212
anti factor ix antibody positive	PT_01213
anti factor v antibody	PT_01214
anti factor v antibody positive	PT_01215
anti factor vii antibody positive	PT_01216
anti factor viii antibody increased	PT_01217
anti factor viii antibody negative	PT_01218
anti factor viii antibody positive	PT_01219
anti factor viii antibody test	PT_01220
anti factor x activity	PT_01221
anti factor x activity abnormal	PT_01222
anti factor x activity decreased	PT_01223
anti factor x activity increased	PT_01224
anti factor x activity normal	PT_01225
anti factor x antibody	PT_01226
anti factor x antibody positive	PT_01227
anti factor xa activity decreased	PT_01228
anti kell antibody test positive	PT_01229
anti-actin antibody	PT_01230
anti-actin antibody positive	PT_01231
anti-androgen withdrawal syndrome	PT_01232
anti-aquaporin-4 antibody positive	PT_01233
anti-complement antibody	PT_01234
anti-cyclic citrullinated peptide antibody	PT_01235
anti-cyclic citrullinated peptide antibody negative	PT_01236
anti-cyclic citrullinated peptide antibody positive	PT_01237
anti-epithelial antibody	PT_01238
anti-epithelial antibody positive	PT_01239
anti-erythrocyte antibody	PT_01240
anti-erythrocyte antibody positive	PT_01241
anti-erythropoietin antibody	PT_01242
anti-erythropoietin antibody negative	PT_01243
anti-erythropoietin antibody positive	PT_01244
anti-gad antibody	PT_01245
anti-gad antibody negative	PT_01246
anti-gad antibody positive	PT_01247
anti-ganglioside antibody	PT_01248
anti-ganglioside antibody positive	PT_01249
anti-glomerular basement membrane antibody	PT_01250
anti-glomerular basement membrane antibody positive	PT_01251
anti-glomerular basement membrane disease	PT_01252
anti-glycyl-trna synthetase antibody positive	PT_01253
anti-hla antibody test positive	PT_01254
anti-ia2 antibody	PT_01255
anti-infective therapy	PT_01256
anti-insulin antibody	PT_01257
anti-insulin antibody decreased	PT_01258
anti-insulin antibody increased	PT_01259
anti-insulin antibody positive	PT_01260
anti-insulin receptor antibody	PT_01261
anti-insulin receptor antibody positive	PT_01262
anti-interferon antibody	PT_01263
anti-interferon antibody positive	PT_01264
anti-islet cell antibody positive	PT_01265
anti-jc virus antibody index	PT_01266
anti-lrp2 nephropathy	PT_01267
anti-melanoma differentiation-associated protein 5 antibody positive	PT_01268
anti-muellerian hormone level	PT_01269
anti-muellerian hormone level decreased	PT_01270
anti-muellerian hormone level increased	PT_01271
anti-muscle specific kinase antibody	PT_01272
anti-muscle specific kinase antibody positive	PT_01273
anti-myelin-associated glycoprotein antibodies positive	PT_01274
anti-myelin-associated glycoprotein associated polyneuropathy	PT_01275
anti-neuronal antibody	PT_01276
anti-neuronal antibody positive	PT_01277
anti-neutrophil cytoplasmic antibody positive vasculitis	PT_01278
